model_id,batch_index,status,loop_start_utc,loop_end_utc,loop_duration_seconds,iterations_completed,tokens_used_total,final_iteration_success,reason
15,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/15/15.sysml already exists with successful manifest
13,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/13/13.sysml already exists with successful manifest
16,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/16/16.sysml already exists with successful manifest
17,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/17/17.sysml already exists with successful manifest
18,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/18/18.sysml already exists with successful manifest
21,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/21/21.sysml already exists with successful manifest
19,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/19/19.sysml already exists with successful manifest
20,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/20/20.sysml already exists with successful manifest
22,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/22/22.sysml already exists with successful manifest
23,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/23/23.sysml already exists with successful manifest
24,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/24/24.sysml already exists with successful manifest
25,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/25/25.sysml already exists with successful manifest
26,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/26/26.sysml already exists with successful manifest
27,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/27/27.sysml already exists with successful manifest
28,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/28/28.sysml already exists with successful manifest
30,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/30/30.sysml already exists with successful manifest
29,1,skipped,,,,,,,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_DEEPSEEK_REASONER/29/29.sysml already exists with successful manifest
37,2,ok,2026-02-20T15:13:57.789266Z,2026-02-20T15:14:45.345843Z,47.556658458997845,1,2721,True,
32,2,ok,2026-02-20T15:13:57.785832Z,2026-02-20T15:14:53.658112Z,55.872367208998185,2,4739,True,
31,2,ok,2026-02-20T15:13:57.788263Z,2026-02-20T15:15:03.398549Z,65.61038412500056,1,3585,True,
38,2,ok,2026-02-20T15:13:57.788168Z,2026-02-20T15:15:06.566695Z,68.77864912498626,2,4461,True,
36,2,ok,2026-02-20T15:13:57.795569Z,2026-02-20T15:15:33.144378Z,95.34895220800536,2,5734,True,
35,2,ok,2026-02-20T15:13:57.791311Z,2026-02-20T15:15:36.071900Z,98.28072616600548,2,6470,True,
39,2,ok,2026-02-20T15:14:45.350676Z,2026-02-20T15:15:48.921492Z,63.57091666699853,2,5219,True,
40,2,ok,2026-02-20T15:14:53.664905Z,2026-02-20T15:15:54.831429Z,61.16661408400978,1,3227,True,
42,2,ok,2026-02-20T15:15:06.572644Z,2026-02-20T15:16:23.058375Z,76.4858608749928,1,4093,True,
45,2,ok,2026-02-20T15:15:48.933306Z,2026-02-20T15:16:33.373689Z,44.44045662500139,1,2466,True,
41,2,ok,2026-02-20T15:15:03.402127Z,2026-02-20T15:16:46.487219Z,103.08526216600148,3,7618,True,
44,2,ok,2026-02-20T15:15:36.080531Z,2026-02-20T15:16:48.244675Z,72.16424749999715,2,5399,True,
43,2,ok,2026-02-20T15:15:33.151657Z,2026-02-20T15:17:01.154210Z,88.0026941249962,2,6402,True,
49,2,ok,2026-02-20T15:16:46.495182Z,2026-02-20T15:17:21.201014Z,34.7059060419997,1,2035,True,
50,2,ok,2026-02-20T15:16:48.252160Z,2026-02-20T15:17:25.135926Z,36.88382095900306,1,2163,True,
34,2,ok,2026-02-20T15:13:57.788008Z,2026-02-20T15:17:36.800240Z,219.01253312498739,5,16149,True,
53,2,ok,2026-02-20T15:17:25.140226Z,2026-02-20T15:18:30.077571Z,64.93745658300759,2,5494,True,
54,2,ok,2026-02-20T15:17:36.811449Z,2026-02-20T15:18:41.411546Z,64.600191000005,1,3575,True,
48,2,ok,2026-02-20T15:16:33.378510Z,2026-02-20T15:18:56.301645Z,142.92334254099114,4,11805,True,
33,2,ok,2026-02-20T15:18:58.124966Z,2026-02-20T15:22:03.216566Z,50.15312954199908,1,3816,True,
51,2,ok,2026-02-20T15:17:01.161955Z,2026-02-20T15:23:04.743472Z,228.64332587500394,2,7861,True,
47,2,ok,2026-02-20T15:16:23.063462Z,2026-02-20T15:23:46.280034Z,308.27871954100556,2,8269,True,
46,2,ok,2026-02-20T15:15:54.837911Z,2026-02-20T15:23:50.350851Z,340.5751513330033,4,16528,True,
57,2,ok,2026-02-20T15:18:56.316561Z,2026-02-20T15:23:56.974534Z,165.71998420899035,1,2527,True,
58,2,ok,2026-02-20T15:22:03.226646Z,2026-02-20T15:24:03.686622Z,120.46065987499605,2,9094,True,
60,2,ok,2026-02-20T15:23:46.286269Z,2026-02-20T15:24:15.778405Z,29.49233466599253,1,1762,True,
59,2,ok,2026-02-20T15:23:04.750286Z,2026-02-20T15:24:25.900883Z,81.15113987500081,1,4496,True,
55,2,ok,2026-02-20T15:18:30.084698Z,2026-02-20T15:25:12.464612Z,267.4424723340053,2,9457,True,
56,2,ok,2026-02-20T15:18:41.416294Z,2026-02-20T15:25:19.745849Z,263.3921453750081,2,8656,True,
52,2,ok,2026-02-20T15:25:04.235723Z,2026-02-20T15:27:05.895854Z,121.66094795899699,2,8361,True,
68,3,ok,2026-02-20T15:27:05.911173Z,2026-02-20T15:27:44.244776Z,38.333863292005844,1,2117,True,
65,3,ok,2026-02-20T15:27:05.912655Z,2026-02-20T15:27:45.848147Z,39.935762665991206,1,2257,True,
61,3,ok,2026-02-20T15:27:05.915230Z,2026-02-20T15:27:48.635213Z,42.72027429200534,1,2444,True,
64,3,ok,2026-02-20T15:27:05.908027Z,2026-02-20T15:27:52.827506Z,46.91980095799954,1,2631,True,
62,3,ok,2026-02-20T15:27:05.909610Z,2026-02-20T15:27:58.902731Z,52.99347991700051,1,2856,True,
67,3,ok,2026-02-20T15:27:05.915492Z,2026-02-20T15:27:59.857186Z,53.94205883399991,1,3009,True,
66,3,ok,2026-02-20T15:27:05.912980Z,2026-02-20T15:28:01.979339Z,56.06674045800173,1,3147,True,
63,3,ok,2026-02-20T15:27:05.918904Z,2026-02-20T15:28:20.734056Z,74.81564783299109,1,4082,True,
75,3,ok,2026-02-20T15:28:01.985222Z,2026-02-20T15:28:24.173662Z,22.188594082996133,1,1365,True,
72,3,ok,2026-02-20T15:27:52.832703Z,2026-02-20T15:28:27.492806Z,34.66034012498858,1,2134,True,
71,3,ok,2026-02-20T15:27:48.639594Z,2026-02-20T15:28:50.330217Z,61.69105908299389,1,3495,True,
70,3,ok,2026-02-20T15:27:45.854302Z,2026-02-20T15:29:19.962332Z,94.10866504099977,2,5751,True,
73,3,ok,2026-02-20T15:27:58.908568Z,2026-02-20T15:29:19.970285Z,81.06226195799536,4,7506,True,
69,3,ok,2026-02-20T15:27:44.249796Z,2026-02-20T15:29:24.046218Z,99.79709570799605,3,9121,True,
78,3,ok,2026-02-20T15:28:27.505877Z,2026-02-20T15:29:24.316797Z,56.811307625001064,2,5228,True,
76,3,ok,2026-02-20T15:28:20.739575Z,2026-02-20T15:29:56.564777Z,95.82586025001365,2,6416,True,
84,3,ok,2026-02-20T15:29:56.571590Z,2026-02-20T15:30:40.582852Z,44.01156945800176,1,2578,True,
83,3,ok,2026-02-20T15:29:24.327775Z,2026-02-20T15:30:52.464505Z,88.1373244169954,1,4843,True,
81,3,ok,2026-02-20T15:29:19.978766Z,2026-02-20T15:30:53.140313Z,93.16218458399817,2,6916,True,
80,3,ok,2026-02-20T15:29:19.968145Z,2026-02-20T15:30:58.831961Z,98.86448795899923,2,6572,True,
79,3,ok,2026-02-20T15:28:50.336183Z,2026-02-20T15:31:03.312157Z,132.97687095899892,3,10320,True,
77,3,ok,2026-02-20T15:28:24.180909Z,2026-02-20T15:31:09.876607Z,165.69680929199967,2,10819,True,
85,3,ok,2026-02-20T15:30:40.587882Z,2026-02-20T15:31:31.094174Z,50.50665237499925,2,4157,True,
74,3,ok,2026-02-20T15:27:59.861851Z,2026-02-20T15:31:31.490342Z,211.62990991699917,4,13461,True,
86,3,ok,2026-02-20T15:30:52.469384Z,2026-02-20T15:31:43.509669Z,51.04062941700977,1,2820,True,
90,3,ok,2026-02-20T15:31:09.882852Z,2026-02-20T15:32:00.071622Z,50.189108125006896,2,4782,True,
88,3,ok,2026-02-20T15:30:58.839507Z,2026-02-20T15:33:06.459198Z,127.62055170901294,3,10640,True,
87,3,ok,2026-02-20T15:30:53.150011Z,2026-02-20T15:33:08.074484Z,134.92537762499705,2,9189,True,
82,3,ok,2026-02-20T15:32:52.295756Z,2026-02-20T15:33:25.063982Z,32.76844595799048,1,1905,True,
89,3,ok,2026-02-20T15:31:03.324960Z,2026-02-20T15:33:28.487511Z,145.16352466600074,5,13942,True,
92,4,ok,2026-02-20T15:33:28.507392Z,2026-02-20T15:34:09.007987Z,40.50088945799507,2,3205,True,
98,4,ok,2026-02-20T15:33:28.513240Z,2026-02-20T15:34:37.683866Z,69.17111424999894,1,3768,True,
97,4,ok,2026-02-20T15:33:28.510095Z,2026-02-20T15:34:52.824117Z,84.31459266599268,2,6338,True,
91,4,ok,2026-02-20T15:33:28.503845Z,2026-02-20T15:34:59.775128Z,91.2718976670003,3,7612,True,
94,4,ok,2026-02-20T15:33:28.511165Z,2026-02-20T15:35:08.843435Z,100.33295474998886,3,7462,True,
95,4,ok,2026-02-20T15:33:28.511264Z,2026-02-20T15:35:20.325907Z,111.81542258399713,2,6967,True,
99,4,ok,2026-02-20T15:34:09.014147Z,2026-02-20T15:35:46.791583Z,97.77810962499643,1,5401,True,
101,4,ok,2026-02-20T15:34:52.833805Z,2026-02-20T15:35:58.391772Z,65.55841599999985,1,3705,True,
100,4,ok,2026-02-20T15:34:37.691939Z,2026-02-20T15:36:03.807274Z,86.11593745899154,2,5829,True,
102,4,ok,2026-02-20T15:34:59.783545Z,2026-02-20T15:36:07.086943Z,67.30386070799432,1,3868,True,
93,4,ok,2026-02-20T15:33:28.506515Z,2026-02-20T15:36:09.522214Z,161.0167924999987,4,16075,True,
103,4,ok,2026-02-20T15:35:08.852703Z,2026-02-20T15:36:24.493044Z,75.64085937499476,1,4344,True,
104,4,ok,2026-02-20T15:35:20.335323Z,2026-02-20T15:36:39.466264Z,79.13147741698776,2,5386,True,
96,4,ok,2026-02-20T15:33:28.507569Z,2026-02-20T15:36:49.900090Z,201.39389512500202,4,12088,True,
110,4,ok,2026-02-20T15:36:24.498600Z,2026-02-20T15:37:05.940451Z,41.44213691599725,1,2384,True,
111,4,ok,2026-02-20T15:36:39.473276Z,2026-02-20T15:37:17.697667Z,38.224674083001446,1,2256,True,
107,4,ok,2026-02-20T15:36:03.817876Z,2026-02-20T15:37:21.201581Z,77.38424149999628,2,4856,True,
109,4,ok,2026-02-20T15:36:09.532064Z,2026-02-20T15:37:22.987792Z,73.45622654199542,2,4874,True,
105,4,ok,2026-02-20T15:35:46.797562Z,2026-02-20T15:37:27.542997Z,100.74611804200686,4,10960,True,
106,4,ok,2026-02-20T15:35:58.399056Z,2026-02-20T15:37:50.174461Z,111.77618279200397,3,8883,True,
112,4,ok,2026-02-20T15:36:49.910040Z,2026-02-20T15:38:17.466828Z,87.55738354098867,2,7027,True,
113,4,ok,2026-02-20T15:37:05.945297Z,2026-02-20T15:38:19.332136Z,73.38735612499295,2,5509,True,
114,4,ok,2026-02-20T15:37:17.704959Z,2026-02-20T15:38:19.335081Z,61.63053262500034,3,5719,True,
118,4,ok,2026-02-20T15:37:50.184767Z,2026-02-20T15:38:39.363572Z,49.179141500004334,1,2875,True,
116,4,ok,2026-02-20T15:37:22.994952Z,2026-02-20T15:38:45.061495Z,82.06711791700218,2,5793,True,
120,4,ok,2026-02-20T15:38:19.346360Z,2026-02-20T15:38:50.718028Z,31.37188179200166,1,1881,True,
108,4,ok,2026-02-20T15:36:07.092732Z,2026-02-20T15:38:57.511122Z,170.4195334160031,4,11240,True,
115,4,ok,2026-02-20T15:37:21.208284Z,2026-02-20T15:39:09.746933Z,108.53937820800638,2,7550,True,
117,4,ok,2026-02-20T15:39:47.271942Z,2026-02-20T15:40:36.904440Z,49.63284074999683,1,2843,True,
119,4,ok,2026-02-20T15:38:17.473997Z,2026-02-20T15:41:19.229114Z,181.7563356669998,4,12233,True,
127,5,ok,2026-02-20T15:41:19.252884Z,2026-02-20T15:42:09.230426Z,49.97789958299836,1,2788,True,
128,5,ok,2026-02-20T15:41:19.251721Z,2026-02-20T15:42:21.908425Z,62.657128167003975,1,3465,True,
123,5,ok,2026-02-20T15:41:19.251209Z,2026-02-20T15:42:23.368241Z,64.1174856669968,1,3540,True,
126,5,ok,2026-02-20T15:41:19.265664Z,2026-02-20T15:42:34.347074Z,75.0819385410141,1,4119,True,
122,5,ok,2026-02-20T15:41:19.250929Z,2026-02-20T15:42:41.119587Z,81.86921370899654,2,6361,True,
124,5,ok,2026-02-20T15:41:19.260234Z,2026-02-20T15:42:48.984561Z,89.72492512500321,2,5669,True,
131,5,ok,2026-02-20T15:42:23.378323Z,2026-02-20T15:42:49.407763Z,26.02962004201254,1,1612,True,
130,5,ok,2026-02-20T15:42:21.915909Z,2026-02-20T15:42:55.405127Z,33.489457750009024,2,3067,True,
121,5,ok,2026-02-20T15:41:19.248309Z,2026-02-20T15:43:05.090169Z,105.84257479199732,3,9517,True,
133,5,ok,2026-02-20T15:42:41.128746Z,2026-02-20T15:43:17.811170Z,36.68271533300867,1,2150,True,
135,5,ok,2026-02-20T15:42:49.415539Z,2026-02-20T15:43:30.357731Z,40.94247308300692,2,2969,True,
134,5,ok,2026-02-20T15:42:48.993022Z,2026-02-20T15:44:18.049466Z,89.05706591700437,2,6168,True,
132,5,ok,2026-02-20T15:42:34.353787Z,2026-02-20T15:44:23.390642Z,109.03759308300505,3,9295,True,
139,5,ok,2026-02-20T15:43:30.364661Z,2026-02-20T15:45:15.698043Z,105.33411016699392,2,7421,True,
136,5,ok,2026-02-20T15:42:55.412770Z,2026-02-20T15:46:22.685200Z,207.27383550000377,5,13872,True,
142,5,ok,2026-02-20T15:45:15.705633Z,2026-02-20T15:46:35.276623Z,79.5715391249978,2,5524,True,
143,5,ok,2026-02-20T15:46:22.696471Z,2026-02-20T15:47:42.953796Z,80.25788370899681,2,6173,True,
141,5,ok,2026-02-20T15:44:23.399175Z,2026-02-20T15:47:45.808512Z,202.41070395801216,4,16426,True,
129,5,ok,2026-02-20T15:46:15.675967Z,2026-02-20T15:47:58.641933Z,102.96667745801096,3,8450,True,
145,5,ok,2026-02-20T15:47:42.962386Z,2026-02-20T15:48:17.434950Z,34.47281079099048,1,1946,True,
137,5,ok,2026-02-20T15:43:05.100723Z,2026-02-20T15:48:38.572294Z,333.47382512500917,4,15312,True,
146,5,ok,2026-02-20T15:47:45.822079Z,2026-02-20T15:49:28.383504Z,102.56211912501021,2,6228,True,
125,5,ok,2026-02-20T15:48:14.523627Z,2026-02-20T15:49:39.724170Z,85.20112291700207,3,8050,True,
140,5,ok,2026-02-20T15:48:13.132449Z,2026-02-20T15:49:42.614273Z,89.48243287499645,3,8707,True,
148,5,ok,2026-02-20T15:48:17.441987Z,2026-02-20T15:49:51.768321Z,94.32699562500056,1,5170,True,
150,5,ok,2026-02-20T15:49:28.391310Z,2026-02-20T15:50:43.699870Z,75.30910575001326,2,4776,True,
149,5,ok,2026-02-20T15:48:38.583296Z,2026-02-20T15:50:45.956435Z,127.37399400000868,3,9298,True,
147,5,ok,2026-02-20T15:47:58.650385Z,2026-02-20T15:50:46.668579Z,168.01932262499759,2,10909,True,
138,5,ok,2026-02-20T15:50:51.309337Z,2026-02-20T15:53:07.787368Z,136.47897258299054,3,10467,True,
