provider,prompt_id,file,antlr_ok,syside_ok,both_ok,antlr_output,syside_output
Generated_from_Prompts_API_LOOP_ANTHROPIC,11,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml:90:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'capacity' shadows FuelSystem::FuelTankAssembly::capacity
│   90 |             attribute capacity = 60.0;
│      |                       [38;2;204;204;057m^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml:32:19: [38;2;255;255;255mnote[0m: Inherited from here
    └── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml:89:21: [38;2;255;255;255mnote[0m: Because FuelSystem::FuelTankAssembly is specialized through FeatureTyping

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml:91:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'currentFuelLevel' shadows FuelSystem::FuelTankAssembly::currentFuelLevel
│   91 |             attribute currentFuelLevel = 45.0;
│      |                       [38;2;204;204;057m^^^^^^^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11.sysml:33:19: [38;2;255;255;255mnote[0m: Inherited from here
    └── api_l"
Generated_from_Prompts_API_LOOP_ANTHROPIC,12,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/12/12.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/12/12.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/12/12.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,13,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/13/13.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/13/13.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/13/13.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,14,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/14/14.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/14/14.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/14/14.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,15,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/15/15.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/15/15.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/15/15.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,16,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml:55:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'tankCapacity' shadows FuelManagementSystem::FuelTankAssembly::tankCapacity
│   55 |             attribute tankCapacity : Real = 60.0;
│      |                       [38;2;204;204;057m^^^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml:35:19: [38;2;255;255;255mnote[0m: Inherited from here
    └── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml:54:25: [38;2;255;255;255mnote[0m: Because FuelManagementSystem::FuelTankAssembly is specialized through FeatureTyping

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml:56:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'currentFuelLevel' shadows FuelManagementSystem::FuelTankAssembly::currentFuelLevel
│   56 |             attribute currentFuelLevel : Real = 45.0;
│      |                       [38;2;204;204;057m^^^^^^^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16.sysml:36:19: ["
Generated_from_Prompts_API_LOOP_ANTHROPIC,17,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml:38:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'tankTemperature' shadows FuelSystemManagement::FuelTankAssembly::tankTemperature
│   38 |             attribute tankTemperature : Real = 25.0;
│      |                       [38;2;204;204;057m^^^^^^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml:21:19: [38;2;255;255;255mnote[0m: Inherited from here
    └── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml:37:25: [38;2;255;255;255mnote[0m: Because FuelSystemManagement::FuelTankAssembly is specialized through FeatureTyping

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml:39:23: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'fuelLevel' shadows FuelSystemManagement::FuelTankAssembly::fuelLevel
│   39 |             attribute fuelLevel : Real = 100.0;
│      |                       [38;2;204;204;057m^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17.sysml:22:19: [38;2;255;255;25"
Generated_from_Prompts_API_LOOP_ANTHROPIC,18,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/18/18.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/18/18.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/18/18.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,19,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/19/19.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/19/19.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/19/19.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,20,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/20/20.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/20/20.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/20/20.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,21,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/21/21.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/21/21.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/21/21.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,22,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/22/22.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/22/22.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/22/22.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,23,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/23/23.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/23/23.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/23/23.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,24,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/24/24.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/24/24.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/24/24.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,25,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/25/25.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/25/25.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/25/25.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,26,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/26/26.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/26/26.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/26/26.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,27,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/27/27.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/27/27.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/27/27.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,28,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/28/28.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/28/28.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/28/28.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,29,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/29/29.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/29/29.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/29/29.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,30,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/30/30.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/30/30.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/30/30.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,31,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml:98:19: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'systemName' shadows VehicleSimulation::SimulationSystem::systemName
│   98 |         attribute systemName = ""VehicleMotionSimulator"";
│      |                   [38;2;204;204;057m^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml:88:19: [38;2;255;255;255mnote[0m: Inherited from here
    └── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml:97:29: [38;2;255;255;255mnote[0m: Because VehicleSimulation::SimulationSystem is specialized through FeatureTyping

api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml:99:19: [38;2;204;204;057mwarning[0m (namespace-distinguishability): Member name 'systemVersion' shadows VehicleSimulation::SimulationSystem::systemVersion
│   99 |         attribute systemVersion = ""1.0"";
│      |                   [38;2;204;204;057m^^^^^^^^^^^^^[0m
└── api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31.sysml:89:19: [38;2;255;255;255mnote[0m: Inherited f"
Generated_from_Prompts_API_LOOP_ANTHROPIC,32,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/32/32.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/32/32.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/32/32.sysml"
Generated_from_Prompts_API_LOOP_ANTHROPIC,33,api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/33/33.sysml,True,True,True,ANTLR_PARSE_PASS[hamr_full] api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/33/33.sysml,"Checks passed!
SYSIDE_COMPILE_PASS api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/33/33.sysml"
